time [s],Force [kN],Transducer [mm]
121.27051000000002,-1.973696,-0.0032484531
121.4707,-2.7049556,-0.0098228455
121.6709,-3.0024834,-0.028669833999999998
121.87109,-4.282353400000001,-0.047576427000000004
122.07128999999999,-5.1097198,-0.057378411
122.27148000000001,-5.9166608,-0.064775348
122.47168,-6.2640533,-0.067460537
122.67188,-6.897686,-0.072425604
122.87207,-8.0080633,-0.07956028
123.07226999999999,-9.1138391,-0.08503198599999999
123.27246000000001,-9.810276,-0.089436769
123.47266,-10.57943,-0.09323656599999999
123.67285,-11.219316000000001,-0.09727776099999999
123.87305,-11.999207,-0.10060966
124.07323999999998,-12.807905,-0.10508001
124.27344,-13.655078,-0.10840893
124.47363,-14.460815,-0.11210739999999998
124.67383000000001,-15.324376999999998,-0.11515319
124.87402,-16.097514999999998,-0.11860430000000001
125.07422,-16.840603,-0.12229085
125.27441,-17.717766,-0.12559295
125.47461000000001,-18.412859,-0.1280874
125.6748,-19.11862,-0.13074875
125.875,-19.995844,-0.13394058
126.0752,-20.696541,-0.13644993
126.27538999999999,-21.409685,-0.13923049
126.47559,-22.276175,-0.14299154
126.67578,-23.012686,-0.14546216
126.87598,-23.720278,-0.14809370000000002
127.07616999999999,-24.589546,-0.15053749
127.27637,-25.334906,-0.15282631
127.47656,-26.029741,-0.15568733
127.67676000000002,-26.920196999999998,-0.15873015
127.87695,-27.626589000000003,-0.16107857
128.07715,-28.41181,-0.16341209
128.27733999999998,-29.198418,-0.16653538
128.47754,-29.990501000000002,-0.16805828
128.67773,-30.682454999999997,-0.17096996
128.87793,-31.577046999999997,-0.17323196
129.07813000000002,-32.255627000000004,-0.17593801
129.27832,-33.067593,-0.17843246
129.47852,-33.874615000000006,-0.18106997
129.67871,-34.647022,-0.18298029999999998
129.87891000000002,-35.32547,-0.18561482
130.0791,-36.251133,-0.18770397
130.2793,-36.964698999999996,-0.19076765
130.47949,-37.691387,-0.19260943
130.67969,-38.542068,-0.19542575
130.87988,-39.348057,-0.19682944
131.08008,-39.981781,-0.1988858
131.28027,-40.918521999999996,-0.2017349
131.48047,-41.666022999999996,-0.20414293
131.68066000000002,-42.380402000000004,-0.20630062
131.88086,-43.221790000000006,-0.20901263
132.08105,-44.031921000000004,-0.21045506
132.28125,-44.696739,-0.2132982
132.48145,-45.589577,-0.21512806
132.68164,-46.396072,-0.21713674
132.88183999999998,-47.077133,-0.21956265
133.08203,-47.898117,-0.22176802
133.28223,-48.720215,-0.22408068
133.48242,-49.423046,-0.22577345
133.68262,-50.245506,-0.22850037
133.88281,-51.033615000000005,-0.23021996
134.08301,-51.748115999999996,-0.23226439999999998
134.2832,-52.58234399999999,-0.23437738
134.4834,-53.361183,-0.23732781
134.68358999999998,-54.135811,-0.23885965
134.88379,-54.913715,-0.24138391
135.08398,-55.77285,-0.24336874
135.28418,-56.42601,-0.24459958
135.48438000000002,-57.312172,-0.24752021
135.68457,-58.064064,-0.24933815
135.88477,-58.788585999999995,-0.2515614
136.08496,-59.618401,-0.25352836
136.28516000000002,-60.462265,-0.25538504
136.48535,-61.105923,-0.25760233
136.68555,-61.94936800000001,-0.25971234
136.88574,-62.796135,-0.26206672
137.08594,-63.473053,-0.26386976
137.28613,-64.278122,-0.26602745
137.48633,-65.134773,-0.26825368
137.68652,-65.822823,-0.26969314
137.88672,-66.609711,-0.2714783
138.08691000000002,-67.45141600000001,-0.27395785
138.28711,-68.14344799999999,-0.27591884
138.4873,-68.945251,-0.27855039
138.6875,-69.800209,-0.28020442
138.8877,-70.51226,-0.28203428
139.08789,-71.275116,-0.28422177
139.28808999999998,-72.16031600000001,-0.28622448
139.48828,-72.833771,-0.28825700000000004
139.68848,-73.645226,-0.29003322
139.88867,-74.44722,-0.29213428
140.08887,-75.210083,-0.29438436
140.28906,-75.975555,-0.29588938
140.48926,-76.796272,-0.29851794
140.68945,-77.521652,-0.30036867
140.88965,-78.325829,-0.30244291
141.08983999999998,-79.16516899999999,-0.30472279
141.29004,-79.85390500000001,-0.30558705
141.49023,-80.639572,-0.30758679
141.69043,-81.52375,-0.31088591
141.89063000000002,-82.182838,-0.31256974
142.09082,-82.985222,-0.31412542
142.29102,-83.85204300000001,-0.31612813
142.49121,-84.54821,-0.31818449
142.69141000000002,-85.31581899999999,-0.32010972
142.8916,-86.213699,-0.32242239
143.0918,-86.838341,-0.32401681
143.29199,-87.72496,-0.32604337
143.49219,-88.537201,-0.32863319
143.69238,-89.245583,-0.32978058
143.89258,-90.001297,-0.33229887
144.09277,-90.886108,-0.33458769
144.29297,-91.585678,-0.33556521
144.49316000000002,-92.372704,-0.33754408
144.69336,-93.167976,-0.33972561
144.89355,-93.88825200000001,-0.34116805
145.09375,-94.655891,-0.34361482
145.29395,-95.459351,-0.34578741
145.49414,-96.184387,-0.34738183
145.69433999999998,-97.0205,-0.34976602
145.89453,-97.85704799999999,-0.35180748
146.09473,-98.509895,-0.35310388
146.29492,-99.41626,-0.35576224
146.49512,-100.16705999999999,-0.35756528
146.69531,-100.88251,-0.35875440000000003
146.89551,-101.74679,-0.36156476
147.0957,-102.54456,-0.36262274
147.2959,-103.21509,-0.36553741
147.49608999999998,-104.0746,-0.36699176
147.69629,-104.91866,-0.37019253
147.89648,-105.552,-0.37101209
148.09668,-106.45755,-0.37275255
148.29688000000002,-107.22678,-0.37505031
148.49707,-107.95598999999999,-0.37690997
148.69727,-108.77913000000001,-0.3785193
148.89746,-109.59064,-0.38170218
149.09766000000002,-110.26766,-0.38304925
149.29785,-111.13857,-0.38442612
149.49805,-111.90788,-0.38627088
149.69824,-112.63545,-0.38854778
149.89844,-113.45001,-0.39019883
150.09863,-114.16475,-0.39215684
150.29883,-114.95127,-0.39407611
150.49902,-115.78703,-0.39691925
150.69922,-116.57468,-0.39867163
150.89941000000002,-117.28303000000001,-0.39976537
151.09961,-118.2009,-0.40223897
151.2998,-118.88875,-0.40377378
151.5,-119.678,-0.40595829
151.7002,-120.55089,-0.40740967
151.90039,-121.24646000000001,-0.41005015
152.10058999999998,-121.97466000000001,-0.41112304
152.30078,-122.87319,-0.41377544
152.50098,-123.58538,-0.41484833
152.70117,-124.31776,-0.41760504
152.90137,-125.2451,-0.41966438
153.10156,-125.93723,-0.42118728
153.30176,-126.7097,-0.42336285
153.50195,-127.55663,-0.42479038
153.70215,-128.31517,-0.42723417
153.90233999999998,-129.04346,-0.42832494
154.10254,-129.92574,-0.43092668
154.30273,-130.61638,-0.43275654
154.50293,-131.43777,-0.43456554
154.70313000000002,-132.24809,-0.43663085
154.90332,-132.98145,-0.43879747
155.10352,-133.77771,-0.44012070000000003
155.30371,-134.61178999999998,-0.44284463
155.50391000000002,-135.28214,-0.44453442
155.7041,-136.14641,-0.44643879
155.9043,-136.94388,-0.44839084
156.10449,-137.6483,-0.44998229
156.30469,-138.47942,-0.45202374
156.50488,-139.29485,-0.45398474
156.70508,-139.96405,-0.45583844
156.90527,-140.83719,-0.45784116
157.10547,-141.64578,-0.4599601
157.30566000000002,-142.28751,-0.46125054
157.50586,-143.12368999999998,-0.46358407
157.70605,-143.96809,-0.46580434
157.90625,-144.60072,-0.46716928
158.10645,-145.47718999999998,-0.46902597
158.30664,-146.28973,-0.47140121
158.50683999999998,-147.00978,-0.47290623
158.70703,-147.81059,-0.47577918
158.90723,-148.64956999999998,-0.47729313
159.10742,-149.33607,-0.47904551
159.30762,-150.18283,-0.48157573
159.50781,-150.9402,-0.48376024
159.70801,-151.68016,-0.48458278
159.9082,-152.53718999999998,-0.48723519
160.1084,-153.31499,-0.48873127
160.30858999999998,-154.02403,-0.49062967
160.50879,-154.91278,-0.49236119
160.70898,-155.62166000000002,-0.49470961
160.90918,-156.33688,-0.49591660000000004
161.10938000000002,-157.2303,-0.49852431
161.30957,-157.98135,-0.50072968
161.50977,-158.68253,-0.50157607
161.70996,-159.60214,-0.50415695
161.91016000000002,-160.29741,-0.50679445
162.11035,-161.04236,-0.50787926
162.31055,-161.92148999999998,-0.51035285
162.51074,-162.6723,-0.51190853
162.71094,-163.37544,-0.51309764
162.91113,-164.24434,-0.51619411
163.11133,-164.98851000000002,-0.51801503
163.31152,-165.75916999999998,-0.52028298
163.51172,-166.57822,-0.52144229
163.71191000000002,-167.33499,-0.52371025
163.91211,-168.08286999999999,-0.52502155
164.1123,-168.93991,-0.52780807
164.3125,-169.6116,-0.52933693
164.5127,-170.44995,-0.5312264
164.71289,-171.28087,-0.53383708
164.91308999999998,-171.97365,-0.53539872
165.11328,-172.79134,-0.53637028
165.31348,-173.63464,-0.53911507
165.51367,-174.29384,-0.5410105
165.71387,-175.14641,-0.54242313
165.91406,-175.95366,-0.54587126
166.11426,-176.64378,-0.54643154
166.31445,-177.50981000000002,-0.54873228
166.51465,-178.28943,-0.55033863
166.71483999999998,-178.97913,-0.55266619
166.91504,-179.84126,-0.55513382
