time [s],Force [kN],Transducer [mm]
25.072266,-1.603458,-0.003644824
25.272461,-2.4012699,-0.009340047800000001
25.472656,-2.9681568,-0.018721819
25.672852,-3.836561,-0.03336072
25.873047,-4.7336369000000005,-0.045526027999999996
26.073242,-5.529358900000001,-0.054758787
26.273438,-6.0877595,-0.061312318
26.473633000000003,-6.5299001,-0.06653070400000001
26.673828000000004,-7.5516572,-0.073704123
26.874022999999998,-8.8086061,-0.082623959
27.074219,-9.6450377,-0.08828639999999999
27.274414,-10.335637,-0.09420216099999999
27.474609,-11.127744,-0.09799897699999999
27.674805,-11.855907,-0.10264814
27.875,-12.691991,-0.10623932
28.075195,-13.562384,-0.11175573
28.275391,-14.411537,-0.11564791
28.475586,-15.227979000000001,-0.11982918
28.675781,-16.051332000000002,-0.12365282
28.875977000000002,-16.832714000000003,-0.12631714
29.076171999999996,-17.602242999999998,-0.12906194
29.276366999999997,-18.383654,-0.13249218
29.476563,-19.10887,-0.1349479
29.676758000000003,-19.911929999999998,-0.13896823
29.876953000000004,-20.655163,-0.14122128
30.077147999999998,-21.40196,-0.14412105
30.277344,-22.201324,-0.14657676
30.477539,-22.960009,-0.15056729
30.677734,-23.763115,-0.15287101
30.87793,-24.496385999999998,-0.15560091
31.078125,-25.309752,-0.15818477
31.27832,-26.073010999999997,-0.16109049
31.478516,-26.820751,-0.16308725
31.678711,-27.623682000000002,-0.16601682
31.878906,-28.368746,-0.16844571
32.079102,-29.175793,-0.17172098
32.279297,-29.920871999999996,-0.17417967
32.479492,-30.748065999999998,-0.17584562
32.679688,-31.490824,-0.17829239
32.879883,-32.273205,-0.18063784
33.080078,-33.065472,-0.18344223
33.280273,-33.850578000000006,-0.18646419
33.480469,-34.606377,-0.18911362
33.680664,-35.37146,-0.19023418
33.880859,-36.228848,-0.19332767
34.081055,-36.94178,-0.19548535
34.28125,-37.769218,-0.19732416
34.481445,-38.531269,-0.20004809
34.681641,-39.306026,-0.20245016
34.881836,-40.058842,-0.20440519
35.082031,-40.845528,-0.20703375
35.282227,-41.641624,-0.20940304
35.482422,-42.399696,-0.21138787
35.682617,-43.231079,-0.21381676
35.882813,-43.978909,-0.21561384
36.083008,-44.764889000000004,-0.217852
36.283203,-45.519764,-0.2205044
36.483398,-46.325153,-0.22247136
36.683594,-47.111458,-0.22533238
36.883789,-47.843365000000006,-0.22767484
37.083984,-48.684414000000004,-0.22949576
37.28418,-49.445057,-0.23107529
37.484375,-50.255215,-0.23389459
37.68457,-51.005592,-0.23597479
37.884766,-51.809779999999996,-0.23803711
38.084961,-52.569828,-0.24045408
38.285156,-53.31829499999999,-0.24277866
38.485352,-54.132427,-0.24517775
38.685547,-54.922343999999995,-0.24664104
38.885742,-55.70771,-0.24869442
39.085938,-56.473152,-0.25107563
39.286133,-57.299834999999995,-0.25359988
39.486328,-58.048401,-0.25578737
39.686523,-58.810364,-0.25724769
39.886719,-59.619061,-0.25962889
40.086914,-60.390152,-0.26188791
40.287109,-61.180035,-0.26427805
40.487305,-61.921211,-0.26653409
40.6875,-62.765675,-0.26836991
40.887695,-63.489158999999994,-0.27034283
41.087891,-64.296227,-0.27278959999999997
41.288086,-65.085884,-0.27483404
41.488281,-65.84648100000001,-0.27734935
41.688477,-66.615753,-0.27849078
41.888672,-67.39494300000001,-0.28131604
42.088867,-68.194183,-0.28344095
42.289063,-68.930695,-0.28564632
42.489258,-69.781425,-0.28732717
42.689453,-70.53137199999999,-0.28960407
42.889648,-71.327805,-0.29142201
43.089844,-72.058807,-0.29359758
43.290039,-72.916199,-0.29494762
43.490234,-73.67394300000001,-0.29799044
43.69043,-74.424583,-0.29982328
43.890625,-75.19351999999999,-0.30162632
44.09082,-76.006714,-0.30384659999999997
44.291016,-76.769577,-0.30571222
44.491211,-77.534325,-0.30738711
44.691406,-78.384857,-0.3100723
44.891602,-79.100311,-0.31146705
45.091797,-79.877052,-0.31319261
45.291992,-80.696045,-0.31610727
45.492188,-81.461472,-0.3172636
45.692383,-82.21444699999999,-0.32005012
45.892578,-83.002098,-0.32253861
46.092773,-83.82558399999999,-0.32416880000000003
46.292969,-84.558052,-0.32564998
46.493164,-85.374397,-0.32796859999999994
46.693359,-86.153549,-0.33042431
46.893555,-86.934799,-0.33210516
47.09375,-87.672005,-0.33394694
47.293945,-88.486839,-0.336501
47.494141,-89.267326,-0.33820271
47.694336,-90.016304,-0.34034252
47.894531,-90.782822,-0.3418833
48.094727,-91.601669,-0.34416318
48.294922,-92.365746,-0.34591556
48.495117,-93.11595200000001,-0.34824014
48.695313,-93.971283,-0.35019815
48.895508,-94.682518,-0.35211742
49.095703,-95.509842,-0.35445392
49.295898,-96.268265,-0.35602748
49.496094,-97.09317,-0.35800636
49.696289,-97.819221,-0.36011636
49.896484,-98.628967,-0.36189258
50.09668,-99.362686,-0.36321878
50.296875,-100.10233000000001,-0.36504865
50.49707,-100.91463,-0.36786199
50.697266,-101.72788,-0.36970377
50.897461,-102.50227,-0.37230253
51.097656,-103.19655999999999,-0.3736645
51.297852,-104.03458,-0.3754735
51.498047,-104.79988,-0.37762523
51.698242,-105.59738,-0.37993193
51.898438,-106.34613999999999,-0.3810823
52.098633,-107.18592,-0.38353503
52.298828,-107.93947,-0.38559139
52.499023,-108.73319,-0.38816929
52.69921899999999,-109.52819,-0.38951635
52.899414,-110.30775,-0.39138198
53.099608999999994,-111.08218000000001,-0.39319694
53.299805000000006,-111.87293999999999,-0.39538145
53.5,-112.68108000000001,-0.39738715
53.700194999999994,-113.42716000000001,-0.39972663
53.900391000000006,-114.21293,-0.40097535
54.100586,-115.00931000000001,-0.40464699
54.30078100000001,-115.82803,-0.40532947
54.500977,-116.56116999999999,-0.40778518
54.701172,-117.40202,-0.40941536
54.90136700000001,-118.16153999999999,-0.41111708
55.101563,-118.94798999999999,-0.41292608
55.30175799999999,-119.70926999999999,-0.41495859999999996
55.501953,-120.5433,-0.41693449
55.702148,-121.27665,-0.41825175
55.90234399999999,-122.03881000000001,-0.4208982
56.102539,-122.83762,-0.42259097
56.302733999999994,-123.61863999999998,-0.42454004
56.502930000000006,-124.37431000000001,-0.42671561
56.703125,-125.16188999999999,-0.42857826
56.903319999999994,-125.99529,-0.43013096
57.103516000000006,-126.70175,-0.43287575
57.303711,-127.51487,-0.43407083
57.50390600000001,-128.29503,-0.43672919
57.704102,-129.08969,-0.43845773
57.904297,-129.84268,-0.44029653
58.10449200000001,-130.6777,-0.4424572
58.304688,-131.44267,-0.44406354
58.50488299999999,-132.19699,-0.44611990000000007
58.705078,-132.98163,-0.44877827
58.905273,-133.77306000000002,-0.44988096
59.10546899999999,-134.52312,-0.45225024
59.305664,-135.30002,-0.45403838
59.505858999999994,-136.14926,-0.45493841
59.706055000000006,-136.86478,-0.45766234
59.90625,-137.66826,-0.45954287
60.106444999999994,-138.45441,-0.46109855
60.306641000000006,-139.23613,-0.46383142
60.506836,-139.98325,-0.46639144
60.70703100000001,-140.76766999999998,-0.46801865
60.907227,-141.60362,-0.46939849999999994
61.107422,-142.32835,-0.4714191
61.30761700000001,-143.13147,-0.47372878
61.507813,-143.90286,-0.47575533
61.70800799999999,-144.67763,-0.47756732
61.908203,-145.45056,-0.47975481
62.108398,-146.23466000000002,-0.48104823
62.30859399999999,-147.03464,-0.48323869999999997
62.508789,-147.77307,-0.48512816
62.708983999999994,-148.60136,-0.48688352
62.909180000000006,-149.3542,-0.48869848
63.109375,-150.13097,-0.49102008
63.309569999999994,-150.90706,-0.49292743
63.509766000000006,-151.69988999999998,-0.49516857
63.709961,-152.49268999999998,-0.49673021
63.91015600000001,-153.22606000000002,-0.49938262
64.110352,-154.07968,-0.50065815
64.310547,-154.82953999999998,-0.50378144
64.51074200000001,-155.61723,-0.50448477
64.710938,-156.38698,-0.50646961
64.91113299999999,-157.18231,-0.50894916
65.111328,-157.96501,-0.51074624
65.311523,-158.71265,-0.51250458
65.511719,-159.54613,-0.51473081
65.71191400000001,-160.30635,-0.51681995
65.912109,-161.0856,-0.5186975
66.112305,-161.85025,-0.52030087
66.3125,-162.67201,-0.52287877
66.512695,-163.41326999999998,-0.52404106
66.712891,-164.20078,-0.52626729
66.91308599999999,-164.99951000000001,-0.52859485
67.113281,-165.72366,-0.53009093
67.313477,-166.52235,-0.53186119
67.513672,-167.31023000000002,-0.53416491
67.71386700000001,-168.14571999999998,-0.5353719
67.914063,-168.83548000000002,-0.53791404
68.11425799999999,-169.67538000000002,-0.53963363
68.314453,-170.4424,-0.54195821
68.514648,-171.23529,-0.54324567
68.714844,-172.00024,-0.54593384
68.91503900000001,-172.81079,-0.54819584
69.115234,-173.58742,-0.54990351
69.31543,-174.35156,-0.55202544
69.515625,-175.15196,-0.55402219
69.71582,-175.92192,-0.55544376
69.916016,-176.70571999999999,-0.55762529
70.11621099999999,-177.4561,-0.55994689
70.316406,-178.2917,-0.5615591999999999
70.516602,-179.0359,-0.56364238
