Force [kN],Transducer 1[mm],Transducer 2[mm],Transducer 3[mm]
-0.97091126,0.33460075,-0.10618279,-0.021321651
-1.0100771000000002,0.33457774,-0.10621617,-0.021289392999999997
-1.0470897,0.33455873,-0.10613171,-0.021361533999999998
-0.96757895,0.33467698,-0.10621051,-0.021281563
-0.96910822,0.33457798,-0.10618284,-0.021332617999999998
-0.9657460999999999,0.33462977,-0.10614886,-0.0212963
-1.0085628,0.33459789,-0.10621262,-0.021300438999999997
-1.0701846000000002,0.33456165,-0.10628935,-0.021367606
-0.98846292,0.33456266,-0.10623559,-0.021285797999999998
-0.94924867,0.33462703,-0.10612419,-0.021300633
-0.98681819,0.33465427,-0.10619435,-0.021326877
-1.0178089,0.33461004,-0.10619757,-0.021318406
-1.0546688,0.33459944,-0.10626282,-0.02133942
-0.9862054,0.33453274,-0.10616081,-0.021342583
-0.95015949,0.33459991,-0.1060881,-0.021251462000000002
-1.0094177,0.33462334,-0.10598676,-0.02132218
-1.0437369,0.33462936,-0.10627281,-0.021323081
-1.0339562,0.33453351,-0.10610662,-0.021254937999999998
-0.98972023,0.33457273,-0.10616289999999999,-0.021356042000000002
-0.96326697,0.33464229,-0.10611135,-0.021259371000000003
-2.6877577,-0.00053471327,-0.00087267929,-0.00050642714
-4.366724,-0.0010606647,-0.0014635179999999998,-0.0010648035
-6.6837296,-0.0017336010999999998,-0.0023917884,-0.0017118081
-8.568687400000002,-0.0023406148000000002,-0.0031592161,-0.0024381615
-10.594436,-0.0029150248,-0.003880278,-0.0031130761
-12.729175,-0.0036504566999999996,-0.0048444625,-0.0038833618
-14.729859,-0.0043851733000000006,-0.005598958100000001,-0.0045135431
-16.653757000000002,-0.0049561262,-0.006313175,-0.0050788894
-18.570091,-0.005672693299999999,-0.0070766723,-0.005793683199999999
-20.403727,-0.006336450600000001,-0.007935877,-0.0063624643000000005
-22.39966,-0.007037848199999999,-0.0087002711,-0.007097765799999999
-24.378304999999997,-0.007779210799999999,-0.0094246976,-0.0077412315
-26.346375,-0.0084594786,-0.010311543000000001,-0.0084175244
-28.199661,-0.00919348,-0.011087355,-0.009044461
-30.099521999999997,-0.0099086761,-0.011867778,-0.0096454993
-32.118805,-0.010684728999999999,-0.012785356000000001,-0.010439757
-34.100636,-0.01140058,-0.013613728,-0.011013165
-36.101704,-0.01214689,-0.01442724,-0.01183328
-37.919834,-0.01285854,-0.015207425,-0.012376163
-39.841053,-0.013502657,-0.016011301000000002,-0.01299377
-41.821171,-0.01427716,-0.016800776,-0.013756556000000001
-43.852333,-0.015160083999999999,-0.017633982,-0.014447432
-45.813244,-0.015876888999999998,-0.018566126000000002,-0.015200937
-47.657845,-0.016562432,-0.019261183,-0.015804825
-49.60181,-0.0173513,-0.020099882,-0.016506771
-51.588885999999995,-0.018031746,-0.021006858,-0.017227342
-53.589973,-0.018900454,-0.021756591000000002,-0.017896909
-55.551224,-0.019676954,-0.02264083,-0.018662497
-57.38205,-0.020390272,-0.023403937000000003,-0.019292558
-59.343647,-0.021184533999999998,-0.024290016,-0.020029895
-61.34135799999999,-0.021964729,-0.025080977,-0.020720519
-63.365177,-0.022782057999999997,-0.026059764,-0.021468431
-65.22332,-0.023594707000000003,-0.026784877999999998,-0.022108258999999998
-67.087402,-0.024311572000000004,-0.027652713,-0.022793982
-69.104889,-0.025164306,-0.028506219,-0.023594871
-71.050995,-0.025892049,-0.029445678,-0.02425712
-73.086548,-0.026722192999999998,-0.030151768,-0.024983246
-74.98455,-0.027487874,-0.031070521,-0.025748445
-76.858719,-0.028271645,-0.03185451,-0.02637055
-78.854828,-0.029088169,-0.032744281,-0.027177867999999997
-80.828041,-0.029827207,-0.033568367,-0.027900036
-82.808586,-0.030634195,-0.034455489,-0.028578179
-84.728638,-0.031467915,-0.035326332,-0.029354843999999998
-86.60189799999999,-0.032163799,-0.036212381,-0.030023132999999997
-88.596535,-0.033012658,-0.037013437999999996,-0.030849507
-90.571381,-0.033842325,-0.037853002999999996,-0.031534337
-92.619423,-0.034671158,-0.038704265,-0.032342661
-94.480621,-0.035470873,-0.039599594,-0.03305399
-96.382011,-0.03626579,-0.040385801,-0.033677172000000005
-98.360252,-0.037081301000000004,-0.041331742000000005,-0.034573282999999996
-100.33794,-0.037958412999999996,-0.042214699,-0.035288308
-102.3418,-0.038755833999999996,-0.043115281,-0.036008038
-104.23657,-0.039469004,-0.043872125,-0.036774665
-106.11173000000001,-0.040354907999999995,-0.044667695,-0.037416052000000005
-108.11861999999999,-0.041184962,-0.045568175999999995,-0.038310211000000004
-110.0881,-0.041992842999999995,-0.046370372,-0.038991615
-112.08113999999999,-0.042891949000000006,-0.047353822999999996,-0.039776362
-113.97934,-0.043634772,-0.048161153,-0.040579531
-115.83666000000001,-0.044471323,-0.048902858,-0.041244999
-117.86018,-0.045326084,-0.049816344000000005,-0.042064644000000005
