1,2,3,4,5,6,7,8
41838.0,21.25293,-1.2784081,-1.1842456,-0.13180673,-0.29713768,-0.01059489,0.03064733
41838.0,21.75293,-1.571108,-1.3284422,-0.13352782,-0.29717857,-0.010860516,0.03057415
41838.0,22.25293,-1.863808,-1.5126523,-0.13472438,-0.29720283,-0.010862733,0.030416463
41838.0,22.75293,-2.156508,-2.2109728,-0.13878495,-0.29730266,-0.011210467,0.030058853
41838.0,23.25293,-2.449208,-2.4315863,-0.14123619,-0.29741409,-0.01142411,0.030011363
41838.0,23.75293,-2.7419081,-2.7999096,-0.14330149,-0.29754558,-0.011663791,0.029769205
41838.0,24.25293,-3.0346081,-3.1943786,-0.14546216,-0.29773593,-0.011860375,0.029535659
41838.0,24.75293,-3.3273079,-3.4775119,-0.14723986,-0.29782379,-0.012016295,0.029438935
41838.0,25.25293,-3.620008,-3.7335157,-0.1492694,-0.29796523,-0.012104963,0.029388815
41838.0,25.75293,-3.912708,-4.0371957,-0.15005767,-0.29806781,-0.012336205,0.02921541
41838.0,26.25293,-3.927,-4.0531511,-0.1511991,-0.2981014,-0.012323407,0.029184192
41838.0,26.75293,-3.927,-3.9922912,-0.1510337,-0.29804933,-0.012310822,0.029248301
41838.0,27.25293,-3.927,-3.9738007,-0.15101582,-0.2980555,-0.012321327,0.029249039
41838.0,27.75293,-3.927,-3.9601159,-0.15086085,-0.29810786,-0.012379853,0.029282324
41838.0,28.25293,-3.927,-3.9879661,-0.15067756,-0.29803964,-0.012322635,0.029129367
41838.0,28.75293,-3.927,-3.9292407,-0.15044212,-0.29802793,-0.012255845,0.029263761
41838.0,29.25293,-3.927,-3.9185529,-0.15013963,-0.29802459,-0.012325855,0.029280722
41838.0,29.75293,-3.927,-3.8842614,-0.15124828,-0.29808122,-0.012278614,0.029244415
41838.0,30.25293,-3.927,-3.8749874,-0.15011579,-0.29793492,-0.012303527,0.029259417
41838.0,30.75293,-3.927,-3.8630552,-0.15069395,-0.29801545,-0.012330729,0.029276852
41838.0,31.25293,-5.6979961,-5.5927877,-0.0076562166,-0.00084666163,-0.00093012565,-0.00085046887
41838.0,31.75293,-7.6479964,-7.6412969,-0.017520785,-0.0021030828,-0.002258867,-0.00184872
41838.0,32.25293,-9.5979967,-9.5939837,-0.027617812,-0.0034148842,-0.0034901521,-0.002776172
41838.0,32.75293,-11.547997,-11.575664,-0.035181642,-0.004757531,-0.0047646556,-0.0036449358
41838.0,33.25293,-13.497996,-13.539201,-0.042489171,-0.006018512,-0.0059213387,-0.0046585314
41838.0,33.75293,-15.447996,-15.53134,-0.049200654,-0.0073161349,-0.0069413194,-0.0056624003
41838.0,34.25293,-17.397997,-17.475409,-0.055249035,-0.0084958598,-0.0080912653,-0.0066377334
41838.0,34.75293,-19.347996,-19.424189,-0.061737001,-0.0096031502,-0.0091171889,-0.0076222196
41838.0,35.25293,-21.297997,-21.377811,-0.06839931,-0.010872662,-0.01012968,-0.0086173899
41838.0,35.75293,-23.247997,-23.328569,-0.073283911,-0.011975482,-0.011070835,-0.0096500441
41838.0,36.25293,-25.197996,-25.235764,-0.079131126,-0.013087846,-0.011941272,-0.010517754
41838.0,36.75293,-27.147997,-27.20083,-0.084963441,-0.014143854,-0.012901356,-0.01153687
41838.0,37.25293,-29.097998,-29.158901,-0.09008497,-0.015212394,-0.013801299,-0.012549609
41838.0,37.75293,-31.047997,-31.068611,-0.094886124,-0.016268395,-0.014709522,-0.0134671
41838.0,38.25293,-32.997997,-33.057076,-0.10030419,-0.017250262,-0.015654787,-0.014399167
41838.0,38.75293,-34.947998,-34.989319,-0.10482967,-0.018246561,-0.016415121,-0.015345734
41838.0,39.25293,-36.897999,-37.009872,-0.10983646,-0.019273892,-0.017342715,-0.016357571
41838.0,39.75293,-38.847996,-38.940678,-0.11442453,-0.020317651,-0.01804854,-0.017273832
41838.0,40.25293,-40.797997,-40.8624,-0.11928827,-0.021162838,-0.019028362,-0.018147025
41838.0,40.75293,-42.747997,-42.80616,-0.12418777,-0.022111781,-0.019683843,-0.019010559
41838.0,41.25293,-44.697998,-44.803692,-0.1287356,-0.023032866,-0.020674329,-0.019973125
41838.0,41.75293,-46.647999,-46.769936,-0.13246685,-0.024041876,-0.021440621,-0.020933133
41838.0,42.25293,-48.597996,-48.707108,-0.13762265,-0.024872564,-0.022148378,-0.021745976
41838.0,42.75293,-50.547997,-50.668488,-0.14169216,-0.025833502,-0.023082715,-0.022664094
41838.0,43.25293,-52.497997,-52.614761,-0.14679134,-0.026716344,-0.023831856,-0.023597114
41838.0,43.75293,-54.447998,-54.579899,-0.15105158,-0.027632229,-0.024589499,-0.024477953
41838.0,44.25293,-56.397999,-56.480824,-0.15476942,-0.028464414,-0.025360731,-0.02534401
41838.0,44.75293,-58.347996,-58.417839,-0.15938282,-0.029321007,-0.02603402,-0.02623429
41838.0,45.25293,-60.297997,-60.37299,-0.16391724,-0.030170307,-0.026850604,-0.027111473
41838.0,45.75293,-62.247997,-62.31448,-0.16742349,-0.030975178,-0.027617211,-0.027991047
41838.0,46.25293,-64.197998,-64.227547,-0.17173439,-0.031829037,-0.028435778,-0.028841315
41838.0,46.75293,-66.147995,-66.208733,-0.17646253,-0.032690085,-0.029127127,-0.029754665
41838.0,47.25293,-68.098,-68.149643,-0.18029362,-0.033544131,-0.029934615,-0.030613482
41838.0,47.75293,-70.047997,-70.119179,-0.18432885,-0.034414813,-0.030635154,-0.031371281
41838.0,48.25293,-71.998001,-71.973984,-0.18798411,-0.03524749,-0.031337369,-0.03228895
41838.0,48.75293,-73.947998,-74.014954,-0.19258112,-0.036008939,-0.032215636,-0.033186153
41838.0,49.25293,-75.897995,-75.936478,-0.19668192,-0.036925599,-0.032927651,-0.034020096
41838.0,49.75293,-77.848,-77.843239,-0.20029247,-0.037725858,-0.033705555,-0.034780145
41838.0,50.25293,-79.797997,-79.854553,-0.20471364,-0.038516305,-0.03440078,-0.03571029
41838.0,50.75293,-81.748001,-81.870522,-0.20816475,-0.039356068,-0.035082631,-0.036603007
41838.0,51.25293,-83.697998,-83.757172,-0.21193475,-0.040134795,-0.035809364,-0.037390541
41838.0,51.75293,-85.647995,-85.707382,-0.21617115,-0.040936649,-0.036576528,-0.03823619
