1,2,3,4,5,6,7,8
41716.0,24.883789,-1.0,-1.0010674,-0.015087426,-0.00077784061,0.67291421,-0.0013368906
41716.0,25.383789,-1.0,-1.0164361,-0.015119463,-0.00084155798,0.67291731,-0.0014073284
41716.0,25.883789,-1.0,-0.99971145,-0.014916062,-0.00078314543,0.67292237,-0.0013951922
41716.0,26.383789,-1.0,-0.97263229,-0.014630705,-0.00080168247,0.67296684,-0.0013944783
41716.0,26.883789,-1.0,-1.0215603,-0.014421344,-0.00078803301,0.67293072,-0.0014268416
41716.0,27.383789,-1.0,-1.0024179,-0.015108287,-0.00075632334,0.67293066,-0.0013159496
41716.0,27.883789,-1.0,-0.97559762,-0.014695525,-0.00072675943,0.6730088,-0.0013678261
41716.0,28.383789,-1.0,-1.0252316,-0.014664978,-0.0007494092,0.67297822,-0.0013028615
41716.0,28.883789,-1.0,-0.99962765,-0.014767051,-0.00082433224,0.6729911,-0.0013307035
41716.0,29.383789,-1.0,-0.97424722,-0.014457107,-0.00076514482,0.67297333,-0.0013002439
41716.0,29.883789,-1.0,-1.0010004,-0.014746934,-0.00075304508,0.67296886,-0.0013847217
41716.0,30.383789,-1.0,-1.0029058,-0.014904886,-0.00071173906,0.67296976,-0.0012942948
41716.0,30.883789,-1.0,-0.99027526,-0.014251471,-0.00070440769,0.6730234,-0.0013452194
41716.0,31.383789,-1.0,-1.0020118,-0.014365464,-0.00072526932,0.6729483,-0.0013264201
41716.0,31.883789,-1.0,-1.0128598,-0.014591962,-0.00072443485,0.67307514,-0.0013095246
41716.0,32.383789,-1.0,-0.99607933,-0.014662743,-0.00065672398,0.67301428,-0.0013397462
41716.0,32.883789,-1.0,-0.97511339,-0.014599413,-0.00066584349,0.67306757,-0.0012133865
41716.0,33.383789,-1.0,-1.0160003,-0.014442205,-0.0007352829,0.67298967,-0.0013366527
41716.0,33.883789,-1.0,-0.98863059,-0.014461577,-0.00064361095,0.67298239,-0.0012212393
41716.0,34.383789,-1.0,-0.97764099,-0.014342368,-0.00058782101,0.67299807,-0.0013673502
