1,2,3,4,5,6,7,8
41837.0,18.518555,-1.2789797,-1.2651794,6.4655395,0.1228115,-0.0085362308,0.022430349
41837.0,19.018555,-1.5716797,-1.5593488,6.4638391,0.12272596,-0.0084806317,0.022414837
41837.0,19.518555,-1.8643796,-1.8697511,6.4624043,0.12255549,-0.0086779688,0.022406716
41837.0,20.018555,-2.1570797,-2.1081641,6.4605432,0.12241298,-0.0086364252,0.022258908
41837.0,20.518555,-2.4497797,-2.2226908,6.4590616,0.12234402,-0.0086259767,0.022263736
41837.0,21.018555,-2.7424798,-2.4849734,6.4581795,0.12214929,-0.008764321,0.022184707
41837.0,21.518555,-3.0351796,-3.1898842,6.455195,0.12182099,-0.0088564167,0.022029784
41837.0,22.018555,-3.3278797,-3.4551454,6.4525309,0.12159675,-0.0089272605,0.022003096
41837.0,22.518555,-3.6205797,-3.7043319,6.451045,0.12156135,-0.0090450719,0.021959826
41837.0,23.018555,-3.9132798,-3.9663799,6.4493074,0.12135333,-0.0090038553,0.021807522
41837.0,23.518555,-3.927,-3.9471388,6.4498453,0.12141967,-0.0090809222,0.02183665
41837.0,24.018555,-3.927,-4.0109158,6.4491673,0.12140071,-0.0089787794,0.021841131
41837.0,24.518555,-3.927,-3.9648767,6.4489288,0.12136215,-0.0090581374,0.021873739
41837.0,25.018555,-3.927,-3.9899702,6.4490499,0.12140775,-0.0089878859,0.021891735
41837.0,25.518555,-3.927,-3.9658492,6.4492583,0.12135154,-0.0090900399,0.021831747
41837.0,26.018555,-3.927,-3.9766059,6.4486713,0.12132156,-0.0090256548,0.02180355
41837.0,26.518555,-3.927,-3.9750133,6.4494553,0.12138671,-0.0089827804,0.021862056
41837.0,27.018555,-3.927,-3.9194989,6.4498005,0.12136209,-0.0089980923,0.021881264
41837.0,27.518555,-3.927,-3.8781836,6.4494877,0.12139195,-0.0090436628,0.021904197
41837.0,28.018555,-3.927,-3.9497316,6.4489765,0.12140244,-0.009063893,0.021850754
41837.0,28.518555,-5.7094221,-5.5395255,-0.0068068504,-0.00074607134,-0.00029118807,-0.0004030019
41837.0,29.018555,-7.6594219,-7.4534698,-0.015166402,-0.0018159151,-0.00091688882,-0.00089905784
41837.0,29.518555,-9.6094217,-9.5088329,-0.023844838,-0.0028728843,-0.0014289536,-0.0015049987
41837.0,30.018555,-11.559422,-11.70958,-0.032663345,-0.0040176511,-0.0019121055,-0.002080135
41837.0,30.518555,-13.509422,-13.590477,-0.039702654,-0.004973352,-0.0024784338,-0.0025509968
41837.0,31.018555,-15.459422,-15.513963,-0.046773255,-0.0059997439,-0.0030859006,-0.0031093322
41837.0,31.518555,-17.409422,-17.495232,-0.052450597,-0.0069532394,-0.0038320601,-0.0036443286
